Gen1,Gen2,Gen3
0,0.0,nan
0,0.5050505050505051,nan
0,1.0101010101010102,nan
0,1.5151515151515151,nan
0,2.0202020202020203,nan
0,2.5252525252525255,nan
0,3.0303030303030303,nan
0,3.5353535353535355,nan
0,4.040404040404041,nan
0,4.545454545454546,nan
0,5.050505050505051,nan
0,5.555555555555556,nan
0,6.0606060606060606,nan
0,6.565656565656566,nan
0,7.070707070707071,nan
0,7.575757575757576,nan
0,8.080808080808081,nan
0,8.585858585858587,nan
0,9.090909090909092,nan
0,9.595959595959597,nan
0,10.101010101010102,nan
0,10.606060606060607,nan
0,11.111111111111112,nan
0,11.616161616161618,nan
0,12.121212121212121,nan
0,12.626262626262626,nan
0,13.131313131313131,nan
0,13.636363636363637,nan
0,14.141414141414142,nan
0,14.646464646464647,nan
0,15.151515151515152,nan
0,15.656565656565657,nan
0,16.161616161616163,nan
0,16.666666666666668,nan
0,17.171717171717173,nan
0,17.67676767676768,nan
0,18.181818181818183,nan
0,18.68686868686869,nan
0,19.191919191919194,nan
0,19.6969696969697,nan
0,20.202020202020204,nan
0,20.70707070707071,nan
0,21.212121212121215,nan
0,21.71717171717172,nan
0,22.222222222222225,nan
0,22.72727272727273,nan
0,23.232323232323235,nan
0,23.73737373737374,nan
0,24.242424242424242,nan
0,24.747474747474747,nan
0,25.252525252525253,nan
0,25.757575757575758,nan
0,26.262626262626263,nan
0,26.767676767676768,nan
0,27.272727272727273,nan
0,27.77777777777778,nan
0,28.282828282828284,nan
0,28.78787878787879,nan
0,29.292929292929294,nan
0,29.7979797979798,nan
0,30.303030303030305,nan
0,30.80808080808081,nan
0,31.313131313131315,nan
0,31.81818181818182,nan
0,32.323232323232325,nan
0,32.82828282828283,nan
0,33.333333333333336,nan
0,33.83838383838384,nan
0,34.343434343434346,nan
0,34.84848484848485,nan
0,35.35353535353536,nan
0,35.85858585858586,nan
0,36.36363636363637,nan
0,36.86868686868687,nan
0,37.37373737373738,nan
0,37.87878787878788,nan
0,38.38383838383839,nan
0,38.88888888888889,nan
0,39.3939393939394,nan
0,39.8989898989899,nan
0,40.40404040404041,nan
0,40.909090909090914,nan
0,41.41414141414142,nan
0,41.919191919191924,nan
0,42.42424242424243,nan
0,42.929292929292934,nan
0,43.43434343434344,nan
0,43.939393939393945,nan
0,44.44444444444445,nan
0,44.949494949494955,nan
0,45.45454545454546,nan
0,45.959595959595966,nan
0,46.46464646464647,nan
0,46.969696969696976,nan
0,47.47474747474748,nan
0,47.979797979797986,nan
0,48.484848484848484,nan
0,48.98989898989899,nan
0,49.494949494949495,nan
0,50.0,nan

0,0.0,nan
0,0.5050505050505051,nan
0,1.0101010101010102,nan
0,1.5151515151515151,nan
0,2.0202020202020203,nan
0,2.5252525252525255,nan
0,3.0303030303030303,nan
0,3.5353535353535355,nan
0,4.040404040404041,nan
0,4.545454545454546,nan
0,5.050505050505051,nan
0,5.555555555555556,nan
0,6.0606060606060606,nan
0,6.565656565656566,nan
0,7.070707070707071,nan
0,7.575757575757576,nan
0,8.080808080808081,nan
0,8.585858585858587,nan
0,9.090909090909092,nan
0,9.595959595959597,nan
0,10.101010101010102,nan
0,10.606060606060607,nan
0,11.111111111111112,nan
0,11.616161616161618,nan
0,12.121212121212121,nan
0,12.626262626262626,nan
0,13.131313131313131,nan
0,13.636363636363637,nan
0,14.141414141414142,nan
0,14.646464646464647,nan
0,15.151515151515152,nan
0,15.656565656565657,nan
0,16.161616161616163,nan
0,16.666666666666668,nan
0,17.171717171717173,nan
0,17.67676767676768,nan
0,18.181818181818183,nan
0,18.68686868686869,nan
0,19.191919191919194,nan
0,19.6969696969697,nan
0,20.202020202020204,nan
0,20.70707070707071,nan
0,21.212121212121215,nan
0,21.71717171717172,nan
0,22.222222222222225,nan
0,22.72727272727273,nan
0,23.232323232323235,nan
0,23.73737373737374,nan
0,24.242424242424242,nan
0,24.747474747474747,nan
0,25.252525252525253,nan
0,25.757575757575758,nan
0,26.262626262626263,nan
0,26.767676767676768,nan
0,27.272727272727273,nan
0,27.77777777777778,nan
0,28.282828282828284,nan
0,28.78787878787879,nan
0,29.292929292929294,nan
0,29.7979797979798,nan
0,30.303030303030305,nan
0,30.80808080808081,nan
0,31.313131313131315,nan
0,31.81818181818182,nan
0,32.323232323232325,nan
0,32.82828282828283,nan
0,33.333333333333336,nan
0,33.83838383838384,nan
0,34.343434343434346,nan
0,34.84848484848485,nan
0,35.35353535353536,nan
0,35.85858585858586,nan
0,36.36363636363637,nan
0,36.86868686868687,nan
0,37.37373737373738,nan
0,37.87878787878788,nan
0,38.38383838383839,nan
0,38.88888888888889,nan
0,39.3939393939394,nan
0,39.8989898989899,nan
0,40.40404040404041,nan
0,40.909090909090914,nan
0,41.41414141414142,nan
0,41.919191919191924,nan
0,42.42424242424243,nan
0,42.929292929292934,nan
0,43.43434343434344,nan
0,43.939393939393945,nan
0,44.44444444444445,nan
0,44.949494949494955,nan
0,45.45454545454546,nan
0,45.959595959595966,nan
0,46.46464646464647,nan
0,46.969696969696976,nan
0,47.47474747474748,nan
0,47.979797979797986,nan
0,48.484848484848484,nan
0,48.98989898989899,nan
0,49.494949494949495,nan
0,50.0,nan

0,0.0,nan
0,0.5050505050505051,nan
0,1.0101010101010102,nan
0,1.5151515151515151,nan
0,2.0202020202020203,nan
0,2.5252525252525255,nan
0,3.0303030303030303,nan
0,3.5353535353535355,nan
0,4.040404040404041,nan
0,4.545454545454546,nan
0,5.050505050505051,nan
0,5.555555555555556,nan
0,6.0606060606060606,nan
0,6.565656565656566,nan
0,7.070707070707071,nan
0,7.575757575757576,nan
0,8.080808080808081,nan
0,8.585858585858587,nan
0,9.090909090909092,nan
0,9.595959595959597,nan
0,10.101010101010102,nan
0,10.606060606060607,nan
0,11.111111111111112,nan
0,11.616161616161618,nan
0,12.121212121212121,nan
0,12.626262626262626,nan
0,13.131313131313131,nan
0,13.636363636363637,nan
0,14.141414141414142,nan
0,14.646464646464647,nan
0,15.151515151515152,nan
0,15.656565656565657,nan
0,16.161616161616163,nan
0,16.666666666666668,nan
0,17.171717171717173,nan
0,17.67676767676768,nan
0,18.181818181818183,nan
0,18.68686868686869,nan
0,19.191919191919194,nan
0,19.6969696969697,nan
0,20.202020202020204,nan
0,20.70707070707071,nan
0,21.212121212121215,nan
0,21.71717171717172,nan
0,22.222222222222225,nan
0,22.72727272727273,nan
0,23.232323232323235,nan
0,23.73737373737374,nan
0,24.242424242424242,nan
0,24.747474747474747,nan
0,25.252525252525253,nan
0,25.757575757575758,nan
0,26.262626262626263,nan
0,26.767676767676768,nan
0,27.272727272727273,nan
0,27.77777777777778,nan
0,28.282828282828284,nan
0,28.78787878787879,nan
0,29.292929292929294,nan
0,29.7979797979798,nan
0,30.303030303030305,nan
0,30.80808080808081,nan
0,31.313131313131315,nan
0,31.81818181818182,nan
0,32.323232323232325,nan
0,32.82828282828283,nan
0,33.333333333333336,nan
0,33.83838383838384,nan
0,34.343434343434346,nan
0,34.84848484848485,nan
0,35.35353535353536,nan
0,35.85858585858586,nan
0,36.36363636363637,nan
0,36.86868686868687,nan
0,37.37373737373738,nan
0,37.87878787878788,nan
0,38.38383838383839,nan
0,38.88888888888889,nan
0,39.3939393939394,nan
0,39.8989898989899,nan
0,40.40404040404041,nan
0,40.909090909090914,nan
0,41.41414141414142,nan
0,41.919191919191924,nan
0,42.42424242424243,nan
0,42.929292929292934,nan
0,43.43434343434344,nan
0,43.939393939393945,nan
0,44.44444444444445,nan
0,44.949494949494955,nan
0,45.45454545454546,nan
0,45.959595959595966,nan
0,46.46464646464647,nan
0,46.969696969696976,nan
0,47.47474747474748,nan
0,47.979797979797986,nan
0,48.484848484848484,nan
0,48.98989898989899,nan
0,49.494949494949495,nan
0,50.0,nan

0,0.0,nan
0,0.5050505050505051,nan
0,1.0101010101010102,nan
0,1.5151515151515151,nan
0,2.0202020202020203,nan
0,2.5252525252525255,nan
0,3.0303030303030303,nan
0,3.5353535353535355,nan
0,4.040404040404041,nan
0,4.545454545454546,nan
0,5.050505050505051,nan
0,5.555555555555556,nan
0,6.0606060606060606,nan
0,6.565656565656566,nan
0,7.070707070707071,nan
0,7.575757575757576,nan
0,8.080808080808081,nan
0,8.585858585858587,nan
0,9.090909090909092,nan
0,9.595959595959597,nan
0,10.101010101010102,nan
0,10.606060606060607,nan
0,11.111111111111112,nan
0,11.616161616161618,nan
0,12.121212121212121,nan
0,12.626262626262626,nan
0,13.131313131313131,nan
0,13.636363636363637,nan
0,14.141414141414142,nan
0,14.646464646464647,nan
0,15.151515151515152,nan
0,15.656565656565657,nan
0,16.161616161616163,nan
0,16.666666666666668,nan
0,17.171717171717173,nan
0,17.67676767676768,nan
0,18.181818181818183,nan
0,18.68686868686869,nan
0,19.191919191919194,nan
0,19.6969696969697,nan
0,20.202020202020204,nan
0,20.70707070707071,nan
0,21.212121212121215,nan
0,21.71717171717172,nan
0,22.222222222222225,nan
0,22.72727272727273,nan
0,23.232323232323235,nan
0,23.73737373737374,nan
0,24.242424242424242,nan
0,24.747474747474747,nan
0,25.252525252525253,nan
0,25.757575757575758,nan
0,26.262626262626263,nan
0,26.767676767676768,nan
0,27.272727272727273,nan
0,27.77777777777778,nan
0,28.282828282828284,nan
0,28.78787878787879,nan
0,29.292929292929294,nan
0,29.7979797979798,nan
0,30.303030303030305,nan
0,30.80808080808081,nan
0,31.313131313131315,nan
0,31.81818181818182,nan
0,32.323232323232325,nan
0,32.82828282828283,nan
0,33.333333333333336,nan
0,33.83838383838384,nan
0,34.343434343434346,nan
0,34.84848484848485,nan
0,35.35353535353536,nan
0,35.85858585858586,nan
0,36.36363636363637,nan
0,36.86868686868687,nan
0,37.37373737373738,nan
0,37.87878787878788,nan
0,38.38383838383839,nan
0,38.88888888888889,nan
0,39.3939393939394,nan
0,39.8989898989899,nan
0,40.40404040404041,nan
0,40.909090909090914,nan
0,41.41414141414142,nan
0,41.919191919191924,nan
0,42.42424242424243,nan
0,42.929292929292934,nan
0,43.43434343434344,nan
0,43.939393939393945,nan
0,44.44444444444445,nan
0,44.949494949494955,nan
0,45.45454545454546,nan
0,45.959595959595966,nan
0,46.46464646464647,nan
